,text,Adults,Chickenpox vaccines,Diphtheria,General immunization,HPV vaccines,Hepatitis A vaccine,Hepatitis B vaccine,Immunization records,Infants & young children,Influenza vaccines,Measles,Meningococcal vaccines,Other,Pneumococcal vaccines,Pregnancy,Rotavirus Vaccines,School-age children & teens,Shingles vaccines,TB skin test,Travel vaccines,Vaccine Schedules,Vaccine ingredients,Vaccine safety,Where to get immunized,mumps and rubella vaccines,tetanus and pertussis vaccines
247,"I was using steroid cream when I took my first dose of hpv vaccine(gardasil). I found that this cream would suppress my immune system. Is my vaccine still valid? I haven't taken the second dose. Do I need to repeat the 3 doses? If so, when should I take the fourth dose?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,"My daughter born 1997 up to date on her vaccinations from school is away in Dublin there is a mumps breakout they want everyone up to date on their boosters.Does she need it Is she still covered from elementary school?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
249,"hello, I have just started working in a childcare center I need to get my vaccinations updated. I was born in 1970 do I have to pay for these? specifically the Diptheria/tetanus/pertussis , Hepatitus & MMR
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"My son has his one year immunization on nov 7. I would like to get him the flu shot as well. Should we wait a certain number of days between getting his immunization and the shot
",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"Dog bite
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,"Good morning, I have a question what happen if a kid in grade 9 had the tetanus vaccine before, and get another in grade 9 will be a problem, how often a child get a Tetanus vaccine? Please send me info about grade 9 vaccines and reactions. Who can't have the vacinnes?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
253,"I didn't receive a Child's Health Passport after my 2nd child was born and am wondering if they are still available in hard copy? I see they are online to print out. Thanks
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,"Can a person get measles twice?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
255,"I am trying to locate both my daughters immunization cards unfortunately their pediatrician is no longer active and I was not aware until it was to late
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,"Can I just bring my child in or do I need to make an appointment?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
257,"Are flu shots available in Peachland BC at the Senior Citizens Hall
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,"our family dr has retired and we have not yet found a new 1, but our kids r overdue for some of their vaccinations. Is it possible to have them done at a clinic or community health nurse?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,"Can I get a mmr vaccine while breastfeeding? Is it safe for the child?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
260,"I am a healthy 26-year old female who has never been vaccinated since birth. However, to become a health care aide I need to be immunized. Could you please educate me on the steps that I need to take? Should I proceed with caution because I never had shots? How much does it cost to be vaccinated?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,"Do I need a tetanus booster (longer than 10 years since rec. vaccine) after being scratched slightly (surface scratch) from rusty nail. If so, do I need one immediately?
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,"Hello, I am not a current resident of BC, and have an out-of-province health card. Can I still get the free MMR vaccine? MMR vaccines are free in my province too.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
263,"flu immunization dates in 2019. how early can we get it?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,"please send a 2019 consent form to receive flu vaacine
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,"My brother is looking to get his immunization record and be tested to make sure he is still immune to measles as his work had a case of someone with measles. Where can he get this?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,"My child in grade nine was away from school today and has not gotten his shots, what do I do? I just found out that my daughter didn't get hers either she is in grade 11 now can she still get hers too?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
267,"We are planning to travel to Canada from the United Kingdom 8 weeks after our child is due to be born. If they are born late and it is too early to immunise in the U.K. is it possible to get immunised whilst we are in Canada? Obviously we would expect to pay?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
268,"I don't remember if I have gotten a Tdap vaccine at the age of 10 or over. Is it fine for me to get the shot anyways at my school? (Grade 9)
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
269,"If mandatory vaccination for school age children starts tomorrow (July 1, 2019), where would people find the link to the exemption forms?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
270,"I have had 2 doses of Twinrix 12 years ago but missed the last dose. As I am planning to travel abroad I am wondering if I have to start the cycle again or need just last dose.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,"Hi there, I'm trying to find out if the flu clinics will have the nasal spray available for needle-phobic children?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,"how do you find out what vaccines your child has received?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,"Hello, Is it possible to obtain a copy of immunization records for my child without coming into the clinic where they were administered? 
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,"My son was immunized for meningitis (Menjugate) in October, 2014. Should he have another dose of the vaccine at this time?
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"I recently decided to get my 10 month old daughter vaccinated. She's had no shots yet. What happens now? Does she get all the shots she missed at once?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"Hepatitis A junior vaccine can be given to child at public health unit? These vaccinations are back order everywhere so can I get it done at public health unit.do I have to pay or not?
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
277,"I'm 83 yrs old and live in BC. Should I get a measles shot. I grew up outside of Canada. Assume I was vaccinated as a child but not 100 % sure.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
278,"I'm 22 and I received all the usual vaccinations that you get in school so do I need a booster shot of the hepatitis or tetanus vaccine before I go to a Mexican resort?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
279,"which infant and childhood vaccines have aluminum
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
280,"hi i would like to ask about for immunization hepatitis A for my mom, cause her family doctor tell her get the immunization, but i dont know where my mom should go for, thanks.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"Hello, i was wondering how long I have to wait to be sexually active after I get my hpv vaccine
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"Would it hurt to get a booster vaccine of twinrix after 13 years? My wife has just received a booster after having had the series of three shots 13 years ago.
",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
283,"Is Guilford area still affected by the legionaries disease
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
284,"Do live virus vaccines affect IGRA tests for TB
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
285,"Can I see my child's immunization records online?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,"I am 58 years of age from India. I have got both pneumococcal Vaccine in a gap of one month Is it worth? Or I committed mistake and any thing I have to take care or any harm ??
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287,"Can the 18month vaccination cause diaherria?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,"where can I get a flu shot if all the pharmacies in my town and my doctor's office are out of stock?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,"Hello - I am a 2nd yr medical student here, and I was told I need a 2nd TB test before 4th year. I was wondering if this was covered, and where I could book it. My first was negative, but it is my understanding I need 2 sequentially negative tests for certain situations. Thank you.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
290,"How late can i get my 18 month immunization? We are out of the country for 4 or 5 months after his 18 mo appt is due.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,"I have been told to get a Pertussis vaccination. I had a Tetanus shot in May 2013. Would that shot have automatically had pertussis with it? I am 65 years old.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,"Do I need to make an appointment to get a vaccination for HPV? I have had my first vaccination about 3 months ago in Australia (Gardisil)
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,"Hi, Ontario residents do not pay for flu shots. It seems that the Province wants people to get flu shots. Why doesnt B.C. pay for flu shots for all, not just for certain groups?
",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
294,"What immunizations do I need for Uganda
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
295,"my 11year received one immunization for chicken pox (varicella) aug 8/08, they are asking her for two doses for her grade 6 boosters, does she need both or one
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
296,"is there a Tetanus Diphteria without the Pertussis for those children where pertussis vaccination is contraindicated it's available in USA under DT paediatric by Sanofi distributor for under 6 years age
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
297,"My 2 month old is schedule for vaccines tomorrow and is coughing and nasally congested. Should we postpone
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
298,"Hello, I'm looking for information on what the vaccine schedule was for young children in 2001-2003. We can't find the records for my daughter and now live out of province.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,"Is it okay to administer a Measles Vaccine despite the 2 year old patient having a pneumonia without any record of the said vaccine?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300,"We just moved to BC from another province. We don't qualify for MSP for another month and don't yet have a doctor. Can my 17 mth old still get a vaccine at a public clinic? If yes, can someone other than her parent/guardian (e.g. grandparent) take her? And will there be a cost?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"Are vaccines free?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"i need to get my polio vaccine, do i need to set up an appointment or can i just walk in with my care card
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,"If I have my Indian Status number, are the cost of immunizations covered- hep A/B/C ?
",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"My son scratched himself on a nail and I want to get a tetanus shot. Can I take him to a public health unit?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"My daughter who is in Gr 6 has just moved to Canada in July and doesn't have the personal health number now. Is she eligible to have the immunization in the school based program?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
306,"I was directed here by the bccdc Facebook page. I was looking for new information regarding the measles paradox. I have concerns now that so many new cases are being diagnosed.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307,"do vaccines cause autism
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
308,"I had HPV vaccine in 2008 through my high school program (not sure if it is HPV 2,4,9). I am now 24 years old, and want to get HPV 9 vaccine just in case the vaccine I got in 2008 is not HPV 9. How do I find out which HPV vaccine I had? Can I get HPV 9 vaccine now even if I had HPV vaccine in 2008?
",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,"I am an adult born in India in 1971. I don't have any vaccine record. Do I need to book an appointment for measles vaccine?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310,"Is there a Tdap vaccine for children without IPV so that I may immunize at seperate times? ( I do understand the logic behind multiple vaccines and theyre considered safe... )
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
311,"can i get my immunization from my doctor
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
312,"Does my 13 year old son need a prescription to receive the HPV vaccine at my pharmacy? He did not receive the vaccine in grade 6.
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
313,"I am HCW, I did not remember took MMR VACCINE, I have one rubella IGg positive and other viruses no available.result test. Is it meaning immunized for three viruses.
",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
314,"Hi, I was born before 1970 and have had a splenectomy. Do I need to get an MMR if I travel abroad a lot since I am immuno-compromised? 
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
315,"I currently do not have health care provider even tho' twice hospitalized with pneumonia. Where may I avail myself of the immunization?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
316,"son brought Hepatitis B vaccine letter home from school. We are from the UK and he had Hib Catch up when he was 4, does he still need this vaccine now he is in grade 6 in Canada?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
317,"Can my son get his kindergarten shot at the wensday drop in at the same time my 6 month gets his 6 month vaccine
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,"My son got his immunisations through VCH and we have moved overseas. I need confirmation that his imms are up to date. Can you please email me a copy 
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,"How long after a vaccine can you have symptoms. Baby just had her 2 month shots
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,"If your childs B.C. health records don't correspond to your own, can a school age child be immunized again even if they may be already. What are the risks to immunizing again?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,"I am from Alberta, but currently live in BC. Can I get the flu shot in BC?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,"We just moved to Nova Scotia & my son started gr. 7-they have upcoming vax clinics but he just did vax in BC BUT I dont have his immu record-how can I know what vax he has/needs?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
323,"Born in 1995 in BC. Health passport shows I received MMR vaccine at 12 and 18 months. Wondering if this is sufficient as the second dose now given at 4 to 6 years, not 18 months.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,"When will flu shots be available
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,"Do I need a physician prescription for HPV vaccine if I do not fall into the category to receive for free. Male age 25 not sexually active.
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,"I got the varicella booster 2 months ago and when I recently got my blood titers drawn it showed up that I'm still negative. How long after my 2nd dose can my titer show I'm immune
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"How much time can you let pass between 2 month and 4 month immunizations. Is 10 weeks ok, or does it need to be at 8 weeks. Will I have to redo the first shots?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,"My grandchildren recently moved to Surrey from Richmond. What do we have to do to get their immunization records transferred to a Surrey Public Health Unit? Thank you
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,"What if I get a multiple vaccines less then 4 weeks apart, and if I bruise or bleed easy?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"Is it possible to vaccinate a kid with the MMR vaccine not the MMRV?If yes, what is the procedure?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
331,"On Dec.5th does everybody have to book their appointment or just the 9 & under's, Thanks !!!!
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
332,"I live in coquitlam,where can I get immunization for my grand daughter ?she is 4 monthes now!
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,"when is the official start date to do flu vaccination
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,"My child is 10,5 years old and I would like to know if she is due for immunization. Where can I find this information and how can I obtain her immunization schedule.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
335,"how long should one wait till having shingles shot ,one year or 6 months
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
336,"If you get immunization when in middle school for HPV (Canada 2010), how do you know if you got Gardasil or Cervarix? Looking for immunization from Condyloma acuminatum.
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,"My previous GP gave me pneumovax in 2002. My current GP has prescribed the conjugated pneumonia vaccine. Is it wise to have this second vaccination. I am over 65.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,"Is the price of the Typhoid vaccine the same at the Travel Clinic as it would be purchasing from the Pharmacy and having my GP Dr. administer it?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
339,"I have immunization records showing in 1997 I had a Measles/Rubella vaccine. Is this the same as the MMR? I had the MMR in 1975. can I assume I'm fully immunized for measles then?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340,"How can I find out what vaccines you need proof of, or which ones my daughter needs?
",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
341,"What is the phone number to book an immunization appointment for an adult in Langley? Booster shot for tetanus and diptheria. Thank you?
",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342," Wondering who to contact re rabies titre and getting a booster. +15 years since last booster.
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,"Hi, my baby is getting her 4 months vaccination in China. And the doctor is asking what is the manufacturer/brand of the Rotavirus since he says the brand needs to match. Thanks!
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
344,"My doctor told me I probably didn't need the 3rd dose of Twinrix (1 & 2 in 2010) because he read a new directive that stated there was no proof of it's effectiveness. True? Thanks
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"Who does routine immunizations for kids? Do pediatricians do that in B.C?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
346,"Do you provide twinrix immunizations? If so, do you take appointments?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
347,"Can out-of-province visitors get MMR booster in Vancouver? Where? Is there a cost? My mom's visiting next week- don't know vaccine history (born 1960 in SK). We have a 2 month old.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
348,"My son was born at Feb 21st, 2017. He had his two month vaccine. But he is currently leaving and will come back in August. So he missed his four month vaccine. What should do then
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,"Since most of the pharmacies are out of flu shots, will the flu clinics in the Greater Victoria area (around Saanich / Victoria / Langford) have flu shots? I'm worried I'll get there before they start, wait until they begin, and just be told €œwe're out€. ~ Dec 6, 2019
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,"Hi there. I was living in Vancouver and recently moved to Richmond. My son is due to have the 6 months old dose. May I ask how to arrange his immunization in Richmond? Thanks.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
351,"I had shingles recently but am fully cleared. It says on here that I have to wait 1 year to get shingrix, but the CDC website & Rx files say that this is untrue. Which is correct?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
352,"Why are there two vaccines for HPV? Can a female get both HPV vaccines?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,"How come Switzerland has a vaccine for ticks. Our daughter and her children will be vaccinated on Wednesday. Why is there nothing here in Canada?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
354,"My Sister in law hasn't vaccinated her kids. They are 1, 3, and 5 years old. Can they safely visit my new infant? If not, what strong articles can I show her to convince her? (she won't take it well).
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
355,"Once I have the Hepatitis b vaccine injections would I be free from getting Hepatitis b from my girlfriend who is a carrier of Hepatitis b when we have intercourse or kiss?
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,"Can measles mumps rebella be ordered separately?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,"I had a TBskin test 2years ago for work.I am entering another health care industry.Do I need TBtest again?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
358,"Am I allowed to book appointments online for a sexual health update
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,"why we need to take vaccinations?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
360,"I was born in 1989. I read something that says I may need another measles vaccine- what should I do? (I can't find my vaccinations list and the doctor doesn't have it)?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
361,"due to transportation issues, is delaying the 2 months immunization by 15 days a risk?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,"Hello, My baby's second vaccination is scheduled for 25th July, 2018. I can't make it to come on 25th. Is it possible to get second vaccination shot around 22nd July, 2018.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,"I require the most effective flu vaccine available. I get inoculated with high dose Fluzone. I understand there is a product called FLUAD with adjuvant MF59. Difference? Is it available in Kelowna? Can I get both? I am willing to pay. I have had cancer treatment and I now have a weak immune system
",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
364," I would like to know if I need the booster for the Measles vaccine or if I am up to date. Please advise
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365,"I'm trying to find the overall vaccination rate for bc and can't seem to find an accurate and current %
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
366,"Havrix is not available right now in our area, and I'm due for my 2nd injection at 6 months. Is it ok if I wait? The other option might be to get a Twinrix dose , but then do I need to get 2 Twinrix injections to replace one Havrix dose because there is a smaller dose of Hep A vacc in Twinrix?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,"Can my son get his MMRV shot sooner than 4 years old? Like ASAP?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
368,"How do I request an immunization record from Richmond BC? I do not currently live in BC currently.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,"Hi there, I was wondering if I can book my child's immunization when she doesn't have a name yet.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,"With the Measles outbreak, how can I estimate what vaccines I received growing up and what I should do now? Born 1990, immigrated 1991 and attended BC schools.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371,"How can I download an electronic copy of my child's immunization record?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,"My son was born in January of 1971. I got him whatever the regular course of recommended vaccinations was at the time. Did he receive MMR, and what others?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
373,"I have never had chicken pox, even tho, as a child, all my siblings had the disease. Should I be getting the vaccine now, at age 73? Should I be getting the Shingles vaccine?
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
374,"Is there a immunization against ticks, or lime disease for humans???
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,"My child got the chicken pox vaccine at 1 year and 5 year. Does she need another one?
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,"Whether an infant born in Ontario could receive the routine vaccination in BC during a visit?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,"If an teen receives the Td vaccine (first vaccination ever), do they wait 10 years for their next booster as per the adult schedule, or do they receive 2 follow up shots within 6 months like the infant schedule?
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
378,"Can a child's grandparent, aunt or uncle (not a guardian) take a child to get flu shot at the flu shot clinic?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
