,text_q,text_a,Adults,Chickenpox vaccines,Diphtheria,General immunization,HPV vaccines,Hepatitis A vaccine,Hepatitis B vaccine,Immunization records,Infants & young children,Influenza vaccines,Measles,Meningococcal vaccines,Other,Pneumococcal vaccines,Pregnancy,Rotavirus Vaccines,School-age children & teens,Shingles vaccines,TB skin test,Travel vaccines,Vaccine Schedules,Vaccine ingredients,Vaccine safety,Where to get immunized,mumps and rubella vaccines,tetanus and pertussis vaccines
197,"Can you buy privately a single vaccine? Interested in pertussis but only option has four other vaccines in the shot. Would also like to break up MMR. Please advise. Thank you
","Some of the vaccines that are routinely recommended for children in BC are available as single antigen vaccines (e.g., hepatitis B vaccine and varicella vaccine).  Others are available only as combination vaccines (e.g., measles, mumps, rubella vaccine and pertussis-containing vaccines).
	It is recommended that children be vaccinated according to the routine schedule.  We recommend that you discuss this further with your doctor or public health nurse. You can find the contact information for your local public health unit here.
Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,"Hello, I would like to know which vaccine is used for MMR in BC's Health units. Is it the M-M-M-II or the Priorix and do parents have a choice over these two. Thank you.
","In BC, the measles-containing vaccines available as part of the routine immunization schedule include:

		Measles-Mumps-Rubella Vaccine (Live Attenuated Viral) MMR II® and Priorix®

		Combination Measles-Mumps-Rubella and Varicella Vaccine (MMRV) Priorix-Tetra® and Proquad®€Ž
Typically there will be only one type of MMR or MMR-V vaccine in stock at any given time. To find out which product specifically is available at your local health unit, contact them directly. Use the health unit finder.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199,"Hi, what would be the Tdap vaccine schedule for a 3 year old who has never received any vaccinations previously? Is it possible to buy single dose tetanus vaccine instead? Thx
","Tdap vaccine is not licensed for use in 3 year olds and the tetanus vaccine is not available on its own. It is combined with other vaccines so children can receive protection from several diseases with one shot. We recommend that you contact your local public health unit and ask to speak to a public health nurse. Public health nurses are available to answer any immunization questions you may have and they can review what the schedule for an unimmunized 3 year old would be.  You can find the contact information for your local public health unit here.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,"i was born in bc 1962 did we have the measles shots in school thanks 
","Individuals born before 1970 are generally assumed to have acquired immunity to measles from natural infection, and therefore MMR vaccine is not recommended for these individuals. If you had measles disease in childhood you are immune to measles and do not need to get the vaccine. BC first offered a measles vaccine in 1969.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201,"Are the kindergarten entry immunizations given during one visit or do they need to be brought back for a second appointment 3 months later?
","Children are routinely offered the DTaP-IPV (diphtheria, tetanus, pertussis, polio) Vaccine and the MMRV (measles, mumps, rubella, varicella) Vaccine starting at 4 years (kindergarten entry). These vaccines are given at the same visit.  
 
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"My son was born at Feb 21st, 2017. He had his two month vaccine. But he is currently leaving and will come back in August. So he missed his four month vaccine. What should do then
","For best protection, it is recommended that children adhere as closely as possible to the recommended schedule.
Postponing the 4 month vaccination leaves your son at risk for disease longer and at a time when he is most vulnerable.  It may be possible to have his vaccinations done in the place you are traveling to. Bring his immunization records with you and contact the local public health unit there.
We recommend that you follow up with your immunizing health care provider who can make a recommendation for your child.
Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"We had a Hep A shot in 2001. Do I NEED A BOOSTER
","Two doses of the hepatitis A vaccine are recommended for long-lasting protection. The second dose is given at least 6 months after the first. You can find more information on the hepatitis A vaccine here. If you have questions about what vaccines you need, we encourage you to speak with your health care provider. 
Immunization Nurse
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,"I'm 30 (born 88). In 1996, I had a measles only vaccine and in 1999 I had MMR vaccine. Do I need another MMR? I'll travel to NY next week, am I ok for the measles vaccine part?
","Adults with documentation of 2 valid doses of a live measles vaccine are considered up-to-date and no further doses of measles, mumps, rubella (MMR) vaccine are recommended for measles protection.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
205,"Can you please provide a link to the new Regulation ""Vaccination Status Reporting Regulation""
","You can find information on the Vaccination Status Reporting Regulation here. 
- Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
206,"how do i get the immunization record? I'm in Korea with my baby. Baby should get second immunization in Korea. Hospital needs the name of the manufacturer's vaccine. 1 Rotavirus : rotateq(MSD) or rotarix(GSK) 2 Pneumococcal conjugate: Prevenar®13(Pfizer) or synflorix(gsk) 3 dtap sanofi or gsk
","Our tips for finding immunization records are here. In BC, our routine infant immunization program is posted here. For the exact vaccine brands your child received, you would need to review your baby's record. 
We provide vaccines from a variety of manufacturers and according to the history of immunization in BC:

		For pneumococcal conjugate: Prevnar® 13 since June 2010

		For rotavirus: ROTARIX® from Jan 2012 to May 2018. In June 2018 RotaTeq® replaced in routine infant program

		Hexavalent vaccine (DTap-HB-IPV-Hib): INFANRIX hexa® since Feb 2009

		For meningococcal-C-conjugate: NeisVac-C® is used for the routine infant program
Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,"May I ask when begin to take flu vaccine for kerrisdale area? thanks.
","In B.C., clinics will likely have the influenza (flu) vaccine by late October or early November. Some pharmacies and clinics may have it earlier. You can contact your local health unit or pharmacy to find out when the vaccine will be available in your area. You can also use our influenza (flu) clinic locator to find a clinic near you. The locator is currently being populated with clinic information for the 2019-20 influenza season, and more clinics will be added.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"My husband and I are 77 and 70 years of age. We are going on an extended trip through the US and several South American countries over 5 months. Can we receive the measles vaccine?
","In BC, individuals born before 1970 are generally assumed to have acquired immunity to measles from natural infection, and therefore Measles, Mumps, Rubella (MMR) vaccine is not recommended for these individuals. This means that adults who had measles in childhood are immune to measles and do not need the MMR vaccine.
Find out which vaccines may be recommended or required for your destinations here. Travel vaccines are available from travel health clinics and most pharmacies in BC.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
209,"Are there two types of pneumonia vaccines? Is the free vaccine given to those who meet the high risk criteria the same as those that do not meet & is at a cost of $100.
","There are two kinds of pneumococcal vaccines available in BC:

		Pneumococcal Conjugate (PCV13) Vaccine

		Pneumococcal Polysaccharide Vaccine
The links above have information on who these vaccines are recommended for and which groups are eligible to receive these vaccines for free.  We recommend that you speak with your immunizing health care provider.  He or she can make a recommendation for you.  
These vaccines are available for purchase from some pharmacies and travel clinics.  You will need to contact your local travel clinic or pharmacy for information on the cost of these vaccines if purchased privately. 
- Immunization Nurse
 
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,"Is Guilford area still affected by the legionaries disease
","ImmunizeBC only answers questions about immunization. Speak with a nurse at HealthLinkBC by calling 8-1-1 anytime day or night. 
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,"My baby got penta3 vaccine in 2 months 15 days do we get side effects with this
","In BC, the routine immunization schedule provides Diphtheria, Tetanus, Pertussis, Hepatitis B, Polio and Haemophilus influenzae type b (DTaP-HB-IPV-Hib) Vaccine at 2, 4, 6 months of age. There is no increased risk of side effects if your child received this vaccine at 2 months and 15 days of age.
If you have questions about the vaccine your child received, please contact the health care provider who gave the vaccine. You can also speak with a public health nurse at your local health unit. Use the health unit finder. You can also speak with a nurse anytime at HealthLinkBC by calling 8-1-1.
Immunization Nurse
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,"I need to get a flu shot, MMR and Pertussis. I am traveling to Taiwan in June to visit my grandchild (going to be born in May 19) and I would like to be safe for my grandchild.
","Vaccines are routinely recommended for all adults at certain points in their life. Some of these vaccines are publicly-funded (free) and others may need to be purchased. The influenza vaccine and Measles, Mumps, Rubella (MMR) Vaccine are part of the routine immunization program in BC. These vaccines may be recommended for you depending on your age, job, lifestyle, health conditions, travel plans and the vaccines you received in the past. Vaccines are available from most pharmacies, some doctors' offices and local health units. Use the health unit finder to talk with a nurse and book an appointment.
A booster dose of the Tetanus, Diphtheria, Pertussis (Tdap) Vaccine is recommended for adults who were immunized in childhood but is not provided for free in BC. Most adults have to purchase the Tdap vaccine from their local pharmacy, doctor's office or travel health clinic.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213,"I need a flu shot and there are none available here. I am very immune compromised from infusions and take 2 chemo drugs. How can I get one? Every place says they are sold out.
","If you are unable to access influenza vaccine from clinics on our Flu locator, please contact your local health unit. Find the health unit close to you here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"What are the percentages of children immunized by region, or better yet by school, on Vancouver Island? These details are available by VCH and FHA but I cannot find anything from Island Health.
","The BC Centre for Disease Control publishes immunization coverage reports for all of BC, which includes health service delivery areas in Island Health. Some regional health authorities in BC publish additional immunization coverage information for their schools. Island Health Performance Measures 7 Year Childhood Immunization Coverage, find the most recent publication here.
Immunization Nurse
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"Is there blood fractions in allergy vacines
","We assume you are referring to allergy shots or allergen immunotherapy which are not vaccines. ImmunizeBC only answers questions related to immunization. Please contact your health care provider for assistance with this question.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
216,"My baby will travel to Japan and Taiwan for 1 month when he is 7 month + 20 days old. Does he need to get MMR, Japanese encephalitis or Hepatitis A vax before the traveling? Can he do at family doctor? Will that be no charge? Thank you.
","When travelling internationally, you and your baby may be at risk for a number of diseases that travel vaccines will provide important protection against. Consult your health care provider or visit a travel health clinic as early as possible, and preferably at least six weeks before you travel.  Travel vaccines are available from travel health clinics, most pharmacies, and some doctors' offices. There is a charge for most travel vaccines. 
Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
217,"I misplaced my daughters health passport Is there my way to get another one with the information that you have in your system?
","Unfortunately the Ministry of Health only prints one Child Health Passport per baby born each year and there is no extra stock.  You may want to download and print the passport at the following link: http://www.health.gov.bc.ca/library/publications/year/2016/child-health-passport-eng-2016.pdf. 
You can request a copy of your child's immunization records from your local public health unit.  You can find the contact information for your local public health unit here.
- Immunization Nurse
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,"I have a 13 month old who had his 12 month vaccinations last month. Given the recent measles cases, are you recommending bumping up the 2nd MMR vaccine ? I have read that a second dose can be given if more than 28 days has past between vaccinations.
","85-95% of infants immunized at 12-15 months of age with the measles, mumps, rubella (MMR) vaccine will develop antibodies. The MMR vaccine is scheduled at 12 months and 4-6 years of age. If you have specific concerns about you/your family and an exposure to a measles case, please contact your local health unit. FInd the location near you here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
219,"Could a person with Systematic Lupus get vaccines?
","Health care professionals provide vaccines to special populations, including who are immunocompromised. There is potential for serious complications in the under-immunization of immunocompromised people and every effort should be made to ensure protection through immunization. An immunzing health care provider will review your immunization history, current health/medications and make vaccine recommendations. Learn about vaccines for adults here.
It is much safer to get the vaccine than risk infection with a vaccine preventable disease. Contact your health unit to book an immunization appointment; find a location near you here.
Immunization Nurse
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
220,"On Dec.5th does everybody have to book their appointment or just the 9 & under's, Thanks !!!!
","From your question, it is not clear which influenza vaccine (flu shot) clinic in BC you are planning to attend. Please contact the clinic of your choice directly around the need for appointments. The influenza vaccine clinic locator is here.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
221,"I'm trying to find the overall vaccination rate for bc and can't seem to find an accurate and current %
","You can find the most up to date information on immunization coverage rates in BC here. If you have questions, please contact your local public health unit and ask to speak to a public health nurse. You will find the number here.
Immunization Nurse
 
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
222,"What was the school immunization schedule in 2005-2006?
","Vaccine schedules vary from province to province and country to country. You can contact your local public health unit for information on which vaccines you may have been offered in school in BC. Public health units in BC maintain a registry of childhood immunizations provided by public health in their area. If you were immunized in school, the local public health unit will have these records. However, without a record of immunization (or proof of immunity), a person is considered unimmunized and unprotected. You can find the contact information for your local public health unit here.
 
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223,"Hello. Why is the HPV9 vaccine not offered free to children born in 2004?
","The HPV9 vaccine is provided free to girls and boys in grade 6. Boys (born in 2006 or later) and girls (born 2000 or later) who did not get the vaccine in grade 6 remain eligible for the free HPV vaccine if they start their vaccine series before their 19th birthday and complete it before their 26th birthday.
The HPV9 vaccine was offered free to boys in grade 6 for the first time starting in September 2017.  Boys in later grades are not eligible for the free vaccine unless they are at increased risk of HPV infection.  You can find a list of males eligible for the free HPV9 vaccine in the HealthLinkBC File: Human Papillomavirus (HPV) Vaccines.
The HPV9 vaccine is recommended for boys and men 9 -26 years of age.  Those not eligible for the free vaccine can purchase it at most pharmacies and travel clinics.
You can find more information about the HPV9 vaccine on our HPV page.
If you have further questions about the HPV9 vaccine, we recommend that you contact your local public health unit  and ask to speak with a public health nurse.
Immunization Nurse
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,"Do I need a prescription for the TDaP, or can we just come in and request it?
","In BC, a booster dose of the Tetanus, Diphtheria and Pertussis (Tdap) vaccine is recommended for adults who were immunized in childhood, but is not publicly funded (free). You do not need a prescription and you can purchase the Tdap vaccine at some pharmacies and travel health clinics. Services vary throughout BC. Learn why all vaccines in BC aren't free here.
Immunization Nurse
",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,"Can I get a tetanus shot at the health unit and is there a cost. I have a prescription.
","Some health units provide Tetanus and Diphtheria (Td). You can find the number for your local health unit here  to find out.  In addition, in BC, most pharmacists can provide a variety of vaccines (to persons 5 years of age and older), including the Td Vaccine. Contact your local pharmacy. There should not be a cost if you are due for a booster shot.
Immunization Nurse
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,"Does the HPV vaccination provide any protection against Plantars Warts?
","The HPV vaccine does not provide protection against the types of HPV that cause plantar warts. The HPV9 vaccine protects against infection from HPV types 6, 11, 16, 18, 31, 33,45, 52, and 58 and these types cause cancers of the anus, cervix, mouth and throat, penis, vagina, and vulva as well as genital warts but not plantar warts. For more information about the vaccine please check here. Please contact your health care provider if you have other questions.
Immunization Nurse
 
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,"My son is 18 and is leaving for university. Are there recommended vaccinations he needs at this point?
","For your 18 year-old son, check his vaccination records against the current vaccines recommended for adults in BC here. Your son may also benefit from additional vaccines, such as hepatitis A or meningococcal-C-ACYW. Some are provided for free, and others may need to be purchased at most pharmacies or travel clinics. Services vary throughout BC.
Immunization Nurse
 
",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,"Is it safe to immunize my 15 month old child with MMR while I am pregnant?
","Immunization of household contacts with the MMR vaccine is safe for pregnant women.  Vaccine viruses in the MMR vaccine are not transmitted to contacts so the vaccine does not pose a risk to a pregnant household member.  The MMR vaccine should be administered to children and other household contacts of pregnant women as recommended.  Ensuring that children and other close contacts are up-to-date with their immunizations can help protect the health of the pregnant woman and her baby.  
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
229,"I am 24yrs old I was vaccinated for chicken pox as a child but never had chicken pox . Should I get another vaccination ?
","Please contact your local public health unit and ask to speak to a public health nurse who can answer this question based on your specific immunization history. Please have your immunization record handy for this call. You can find the number for your local health unit here.
Immunization Nurse
 
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,"is it serious to get another Tdap immunization if you are not sure if you have already been immunized?
","If an adult is unsure if they have received the tetanus, diphtheria, pertussis (Tdap) vaccine, it is recommended that they get one dose of the vaccine. Getting an extra dose of a vaccine when your immunization history is unknown is not harmful and ensures protection. 
Booster doses of tetanus-containing vaccines given too frequently may cause an increased local reaction. Your health care provider can provide you with more information regarding this.   
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,"The nurse gave 1 shot of influenza and 1 shot of ipv booster (polio). Now my 2 year old son is suffering from a high grade fever (101.8 farenheit). What can we do? Is it normal for toddlers to have high grade fever after vaccination for 3 straight days?
","Fevers may occur after vaccines and fever management is essential. Please contact your primary care provider to discuss your son's health now. If you are unable to speak with your primary care provider, please call HealthLinkBC at 8-1-1, and they will help you get the information you need to manage your health concerns or those of your family.
In the event of a medical emergency, call 9-1-1, or your local emergency number.
Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,"I have the rotavirus vaccine at home to give my little one, first dose, she is 20 weeks today. She has RSV, still coughing, but no fever. Should I give it?
","Vaccines should be administered by a health care provider who has the required education and training in vaccine administration.  Appropriate vaccine administration is essential for the optimal safety and efficacy of vaccines.
The first dose of the rotavirus vaccine should be given by 20 weeks less 1 day of age.  In general, mild or moderate acute illness, with or without fever, is not a reason to delay immunization.  
 We recommend that you discuss all of this further with your family doctor or a public health nurse. 
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
233,"Can I get my son's 4 momth vaccinations at the public health office if the first set were done at my doctors office?
","Yes, you can get your son's vaccinations at the public health office. It's a good idea to call them as soon as possible to set up an appointment so that he gets them on time. They will want you to bring his Health Passport/record to the appointment with you. You can find your local health unit phone number here.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
234,"Am I (48 yrs old male) at risk of getting HPV from my recent gf who had genital warts removed and has been symptom free for at least 2 years? Can I get vaccinated for genital warts? I have lived a very monogamous life (3 partners total) and in good health so would I be a good candidate?
","The HPV9 vaccine is licensed for use in males 9 to 26 and those males over 27 who have sex with men. In addition to protecting against 7 strains of HPV that cause cancer, the HPV9 vaccine also protects against 2 types of HPV that cause about 90% of cases of genital warts. We recommend that you consult with your health care provider to discuss your risk factors and options you may have.
Immunization Nurse
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,"How do I find a flu shot clinic for my children under 5 years of age In the kelowna area
","The influenza (flu) clinic locator is currently being populated with clinic information for the 2019-20 influenza season. If you are unable to find clinics in your area, please contact your local health unit for information on public health flu clinics in your area. In B.C., clinics will likely have the influenza vaccine by late October or early November.
Most pharmacies have the free vaccine for those eligible as well. This information is noted when you click on the clinic listed in the locator. Please note that pharmacies do not immunize children under 5.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,"Our daughter will be visiting with a baby who has not had her Pertussis Immunization. She wants us to have the immunization before she arrives.
","The pertussis vaccine is provided in combination with other vaccines. The pertussis vaccine for adults is the tetanus, diphtheria, pertussis (Tdap) vaccine. 
The Tdap vaccine is provided free to adults who have not been fully immunized, and to adults or immigrants who have not been immunized or whose immunization history is unknown. A booster dose of the Tdap vaccine is recommended for adults who were immunized in childhood but is not provided for free in B.C.
The publicly funded (free) Tdap vaccine is available from pubic health units, most pharmacies and some doctors offices. Those not eligible for the free vaccine can purchase the vaccine from a most pharmacies and travel clinics. Services vary across BC. 
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,"Hello. I would like my child to be immunized but I do not like the lack of choice that we have regarding brands of vaccines. Can we bring different brands of vaccines in?
","Please discuss this with your immunizing health care professional directly. Depending on the age of the person being immunized, you may be able to purchase and receive vaccines at your pharmacist, doctor's office or travel health clinic.
In BC, public health nurses follow the BC Centre for Disease Control immunization program manual; this manual provides specific direction on what vaccine products and the schedule to follow. If you privately purchase vaccines, you may not be able to be immunized at your local health unit. ImmunizeBC's health unit finder is here.
Immunization Nurse
 
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
238,"I was born in Victoria, BC in 1954 and received my childhood vaccinations while we were living there up until age 6. How can I obtain records for chickenpox and MMR or any other vaccinations I received. I have been living in Ontario since 1966.
","Our tips for locating immunization records are found here. In BC, routine rubella and measles vaccines began in 1969-1970 and chickenpox (varicella) vaccine in 2004.
Immunization Nurse
",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
239,"Do I need a tetanus booster (longer than 10 years since rec. vaccine) after being scratched slightly (surface scratch) from rusty nail. If so, do I need one immediately?
","The nurses at ImmunizeBC only provide general immunization information and cannot provide medical advice. Please speak with your health care provider or call HealthLinkBC at 8-1-1 about your injury. 
In general, a Td (tetanus and diphtheria) vaccine booster is recommended every 10 years and is provided for free in B.C. The vaccine may also be given to people with serious cuts or deep wounds if their last tetanus vaccine was given more than 5 years ago. If you have a serious cut or wound, including punctures, bites, burns or scrapes, it is recommended that you see your health care provider immediately for treatment. This is especially important if the wound is dirty. 
Immunization Nurse
 
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240,"I am a 47 year old woman who is sexually active (with men, sometimes younger). Should I still get the HPV9 vaccination, despite being older than the listed risk groups?
","HPV9 vaccine is recommended for routine vaccination of females aged 9 to 26 years and may be used in females 26 to 45 years of age who have not been vaccinated previously or who have not completed the series. The vaccine works best when it is given before sexual activity begins (and before any exposure to HPV). Most people who become infected with HPV first catch it within 2 to 5 years of becoming sexually active, so it is important to vaccinate them before they begin sexual activity.
If you have further questions, please speak with your immunuzation provider.
Immunization Nurse
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"Can my son get his MMRV shot sooner than 4 years old? Like ASAP?
","In BC, there is no change to the routine Measles, Mumps, Rubella (MMR) Vaccine  schedule at 12 months and 4-6 years of age. There is not a recommendation for your child to receive a measles containing vaccine early. The efficacy (vaccine's ability to prevent illness in research studies) of a single dose of measles-containing vaccine given at 12 or 15 months of age is estimated to be 85% to 95%. Also, the varicella (chickenpox) component of the combined MMR-V vaccine cannot be given before the 4th birthday.
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
242,"Do I need to make an appointment to get a vaccination for HPV? I have had my first vaccination about 3 months ago in Australia (Gardisil)
","Appointment are usually required to get vaccinated; however, some pharmacies provide vaccines on a walk-in basis. 
Find out if you are eligible for the publicly funded (free) HPV vaccine here. If you are eligible for the publicly funded vaccine, you can contact your local health unit to make an appointment to get vaccinated. Some pharmacies and doctors' offices also have the publicly funded vaccine. If you are not eligible for the publicly funded vaccine, you can purchase the vaccine at most pharmacies and travel clinics. 
The HPV9 vaccine (GARDASIL®9) is used in B.C., not GARDASIL®. GARDASIL®9 protects against 5 additional HPV types compared to GARDASIL®. If you received GARDASIL® for your first dose, you can complete the series with GARDASIL®9. A complete series of GARDASIL®9 is however recommended to ensure protection against the 5 additional HPV types in the vaccine. We recommend that you discuss this further with the health care provider who gives you the vaccine. 
Immunization Nurse
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,"If an teen receives the Td vaccine (first vaccination ever), do they wait 10 years for their next booster as per the adult schedule, or do they receive 2 follow up shots within 6 months like the infant schedule?
","In BC, a child 7-17 years of age who has never received a Tetanus containing vaccine, the health care professional will create a personalized immunization schedule to ensure the teen is offered all vaccines recommended for that age group. In general, the Tetanus-Diphtheria-Pertussis-Polio (Tdap-IPV) schedule would be 3 doses given at: 0 and 1 month, followed by a 3rd dose 6-12 months after the 2nd dose. Learn more about this vaccine here. 
Talk to a nurse at your local health unit about the recommended vaccine schedule for your child. Find your local health unit here.
Immunization Nurse
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
244,"If you had the tdap shot in grade 9 does that mean you are currently vaccinated for pertussis or can you get the shot again as an adult? I have an updated tetanus/dip shot
","A booster dose of the pertussis vaccine is recommended for adults who were immunized in childhood but is not provided for free in BC.  The booster dose strengthens or boosts the immune system to give better protection against disease.
The pertussis vaccine is combined with the tetanus and diphtheria vaccine.  The tetanus, diphtheria, pertussis (Tdap) vaccine can be purchased at some pharmacies and travel clinics. 
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,"My infant is a few days over 20 weeks and has not yet been immunized with rotavirus. Can my infant still begin the first set of immunizations for rotavirus? Can I purchase it?
","As per the BCCDC immunization guidelines, the first dose of the rotavirus vaccine should not be given after 20 weeks less 1 day of age. There is currently no evidence on the safety or effectiveness of a 1st dose provided past 20 weeks of age.  If you have further questions, we recommend that you speak with your immunizing health care provider. 
- Immunization Nurse
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"When will fluzone high dose be available in BC? Exact date, please.
","In B.C., clinics will likely have the influenza (flu) vaccine in late October or early November. Fluzone® High-Dose will be available for purchase from some pharmacies and travel clinics. You would need to contact your local pharmacy or travel clinic for information on Fluzone® High-Dose availability. You can use our influenza (flu) clinic locator to find a list of clinics near you. 
Immunization Nurse
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"My wife has had her first Shingrix vaccination but is having difficulty getting her second as there appears to be a shortage of the vaccine. How do we find the vaccine?
","Speak with the health care provider who gave the first dose of the vaccine and ask to be notified when they have more available. Also, the manufacturer of the Shingrix® vaccine has created a locator to help the public find where this vaccine is available. The locator is here. 
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
248,"Hello - I am a 2nd yr medical student here, and I was told I need a 2nd TB test before 4th year. I was wondering if this was covered, and where I could book it. My first was negative, but it is my understanding I need 2 sequentially negative tests for certain situations. Thank you.
","A two-step tuberculosis (TB) skin test (TST) is often used to establish more accurate baseline TST results for people who have regular screening, such as future health care professionals. In BC, a fee applies for TSTs when it is for an educational program, a volunteer position, or for employment. TSTs are available at a cost at travel health clinics and some doctors' offices/pharmacies. 
Immunization Nurse
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
